archivo;oracion_id;oracion;cubanismo_detectado;lema_bd;categoria_gramatical;es_cubanismo;ia_sugiere;ia_razon;ia_beto_final
cartas_2018-11-30_la-guapa-con-bajo-voltaje.html.xml.txt;3;Se verificó, además, que había una de las casas conectada directamente del bajante sin que se pudiera medir el gasto.;bajante;bajante;m;;;;1
cartas_2018-11-30_la-guapa-con-bajo-voltaje.html.xml.txt;4;Dos kilómetros más adelante hay un transformador que solo tributa a la barriada de ese sitio que tiene muchas más viviendas.;sitio;sitio;m;;;;0
cartas_2018-11-30_las-viguetas-no-tienen-precio.html.xml.txt;1;Espero se pueda resolver la problemática de la tienda de venta de materiales de la construcción La Cuenca, ubicada en Armas y D, en Lawton, municipio de Diez de Octubre.;tienda;tienda;f;;;;0
cartas_2018-11-30_las-viguetas-no-tienen-precio.html.xml.txt;1;Espero se pueda resolver la problemática de la tienda de venta de materiales de la construcción La Cuenca, ubicada en Armas y D, en Lawton, municipio de Diez de Octubre.;diez;diez;m;;;;0
cartas_2018-11-30_medida-para-proteger-a-la-comunidad.html.xml.txt;1;Nardelis Alberro, vecina de Calzada de Güines 809, apartamento 5, entre Pepe Prieto y Miranda, San Miguel del Padrón, refirió una ilegalidad consistente en la presencia de un trabajador por cuenta propia que chapistea y pinta debajo de un edificio multifamiliar y colindado con otro.;apartamento;apartamento;m;;;;1
cartas_2018-11-30_medida-para-proteger-a-la-comunidad.html.xml.txt;1;Nardelis Alberro, vecina de Calzada de Güines 809, apartamento 5, entre Pepe Prieto y Miranda, San Miguel del Padrón, refirió una ilegalidad consistente en la presencia de un trabajador por cuenta propia que chapistea y pinta debajo de un edificio multifamiliar y colindado con otro.;pinta;pinta;f;;;;0
cartas_2018-11-30_medida-para-proteger-a-la-comunidad.html.xml.txt;2;Este compañero tiene contrato de arrendamiento No.;arrendamiento;arrendamiento;m;;;;1
cartas_2018-11-30_medida-para-proteger-a-la-comunidad.html.xml.txt;3;7517 por el municipio de Diez de Octubre.;diez;diez;m;;;;0
cartas_2018-11-30_obra-iniciada-pero-no-terminada.html.xml.txt;1;Hace un año que la calle donde vivo fue rota a todo lo ancho y largo de ella, incluyendo aceras y contenes con el objetivo de poner bajo tierra unos tubos para el saneamiento de la bahía.;año;año;m;;;;0
cartas_2018-11-30_obra-iniciada-pero-no-terminada.html.xml.txt;1;Hace un año que la calle donde vivo fue rota a todo lo ancho y largo de ella, incluyendo aceras y contenes con el objetivo de poner bajo tierra unos tubos para el saneamiento de la bahía.;calle;calle;f;;;;1
cartas_2018-11-30_obra-iniciada-pero-no-terminada.html.xml.txt;1;Hace un año que la calle donde vivo fue rota a todo lo ancho y largo de ella, incluyendo aceras y contenes con el objetivo de poner bajo tierra unos tubos para el saneamiento de la bahía.;poner;poner;v;;;;0
cartas_2018-11-30_obra-iniciada-pero-no-terminada.html.xml.txt;1;Hace un año que la calle donde vivo fue rota a todo lo ancho y largo de ella, incluyendo aceras y contenes con el objetivo de poner bajo tierra unos tubos para el saneamiento de la bahía.;bajo;bajo;m;;;;0
cartas_2018-11-30_obra-iniciada-pero-no-terminada.html.xml.txt;2;Han pasado tres meses de que se enterraron esos tubos, pero la calle sigue con la tierra que le echaron para tapar los inmensos huecos abiertos, pero sin asfaltar.;tres;tres;m;;;;0
cartas_2018-11-30_obra-iniciada-pero-no-terminada.html.xml.txt;2;Han pasado tres meses de que se enterraron esos tubos, pero la calle sigue con la tierra que le echaron para tapar los inmensos huecos abiertos, pero sin asfaltar.;calle;calle;f;;;;1
cartas_2018-11-30_obra-iniciada-pero-no-terminada.html.xml.txt;3;Cuando llueve, quedamos prácticamente incomunicados a no ser que nos sumerjamos en el fango para poder entrar o salir de nuestras casas.;ser;ser;m;;;;0
cartas_2018-11-30_responde-empresa-de-productos-lacteos-de-matanzas.html.xml.txt;1;Respondemos a la inquietud de Félix García Casado, vecino de Nelson Fernández 48 B, municipio de Limonar, provincia de Matanzas, sobre la distribución de la leche los día 31 de cada mes.;sobre;sobre;m;;;;0
cartas_2018-12-07_alerta-imprescindible.html.xml.txt;1;El pasado mes de julio visité la que antes era llamada la Finca de los Monos, debido a que allí se encontraban albergados (de paso desde la Isla de la Juventud a Holguín) unos familiares de mi esposo que participarían, en la oriental provincia, en el encuentro de niños exploradores.Lo que quisiera con estas líneas es llamar la atención de que esa instalación no reúne las condiciones mínimas para una estancia, mucho menos de niños, y tampoco cuenta con las requeridas para actuar como Palacio de Pioneros.;finca;finca;f;;;;0
cartas_2018-12-07_alerta-imprescindible.html.xml.txt;1;El pasado mes de julio visité la que antes era llamada la Finca de los Monos, debido a que allí se encontraban albergados (de paso desde la Isla de la Juventud a Holguín) unos familiares de mi esposo que participarían, en la oriental provincia, en el encuentro de niños exploradores.Lo que quisiera con estas líneas es llamar la atención de que esa instalación no reúne las condiciones mínimas para una estancia, mucho menos de niños, y tampoco cuenta con las requeridas para actuar como Palacio de Pioneros.;paso;paso;m;;;;0
cartas_2018-12-07_alerta-imprescindible.html.xml.txt;1;El pasado mes de julio visité la que antes era llamada la Finca de los Monos, debido a que allí se encontraban albergados (de paso desde la Isla de la Juventud a Holguín) unos familiares de mi esposo que participarían, en la oriental provincia, en el encuentro de niños exploradores.Lo que quisiera con estas líneas es llamar la atención de que esa instalación no reúne las condiciones mínimas para una estancia, mucho menos de niños, y tampoco cuenta con las requeridas para actuar como Palacio de Pioneros.;encuentro;encuentro;m;;;;0
cartas_2018-12-07_alerta-imprescindible.html.xml.txt;1;El pasado mes de julio visité la que antes era llamada la Finca de los Monos, debido a que allí se encontraban albergados (de paso desde la Isla de la Juventud a Holguín) unos familiares de mi esposo que participarían, en la oriental provincia, en el encuentro de niños exploradores.Lo que quisiera con estas líneas es llamar la atención de que esa instalación no reúne las condiciones mínimas para una estancia, mucho menos de niños, y tampoco cuenta con las requeridas para actuar como Palacio de Pioneros.;estancia;estancia;f;;;;0
cartas_2018-12-07_alerta-imprescindible.html.xml.txt;2;Es una pena que una construcción de ese tipo, con bellos jardines y otras áreas, esté tan deteriorada.;pena;pena;f;;;;0
cartas_2018-12-07_cosecha-contratada-y-no-pagada.html.xml.txt;1;Me desempeñaba como jefe de la finca de árboles frutales 108, de la Granja Urbana de la empresa de cultivos varios del municipio de Remedios, en la provincia de Villa Clara.;finca;finca;f;;;;0
cartas_2018-12-07_cosecha-contratada-y-no-pagada.html.xml.txt;2;Durante los meses de junio y julio del 2017 en mi finca, productora de mangos, obtuvimos una excelente producción que estaba contratada con acopio municipal y constaba en el documento del contrato 40 toneladas, de lo cual solo recogieron tres.;finca;finca;f;;;;0
cartas_2018-12-07_cosecha-contratada-y-no-pagada.html.xml.txt;2;Durante los meses de junio y julio del 2017 en mi finca, productora de mangos, obtuvimos una excelente producción que estaba contratada con acopio municipal y constaba en el documento del contrato 40 toneladas, de lo cual solo recogieron tres.;tres;tres;m;;;;0
cartas_2018-12-07_cosecha-contratada-y-no-pagada.html.xml.txt;3;Acopio dejó las cajas para la recogida, pero nunca fueron a buscarlas, a pesar de nuestros reclamos.Varias han sido las gestiones, pero hasta la fecha no me han pagado el valor de la cosecha, que insisto está debidamente contratada, afectándonos cinco trabajadores y yo.;cinco;cinco;m;;;;0
cartas_2018-12-07_cosecha-contratada-y-no-pagada.html.xml.txt;4;En dos años el director de la empresa de cultivos varios y la directora de la granja han dado varias respuestas, pero ninguna cumplida.;dado;dado;m;;;;0
cartas_2018-12-07_cosecha-contratada-y-no-pagada.html.xml.txt;5;Y no solo eso, lo que decidieron fue sacarme de mi puesto de trabajo.;puesto;puesto;m;;;;0
cartas_2018-12-07_cosecha-contratada-y-no-pagada.html.xml.txt;5;Y no solo eso, lo que decidieron fue sacarme de mi puesto de trabajo.;trabajo;trabajo;m;;;;0
cartas_2018-12-07_el-socialismo-es-el-camino.html.xml.txt;1;Expreso las mayores muestras de gratitud de mi familia por la amplia, desinteresada y ética atención que recibiera mi madre en el hospital general Ricardo Santana Martínez, de Fomento, Sancti Spíritus.;madre;madre;f;;;;0
cartas_2018-12-07_el-socialismo-es-el-camino.html.xml.txt;3;Lo que vi allí demuestra que al margen de limitaciones materiales y financieras, el humanismo de la Revolución en las manos y la sabiduría de nuestros médicos es un bastión inexpugnable del socialismo.Fui testigo no solo de la profesionalidad de los galenos y todo el personal de la salud de ese centro hospitalario, sino también de cómo su Consejo de Dirección estaba pendiente de todo, de los pacientes y de sus acompañantes.;centro;centro;m;;;;0
cartas_2018-12-07_el-socialismo-es-el-camino.html.xml.txt;3;Lo que vi allí demuestra que al margen de limitaciones materiales y financieras, el humanismo de la Revolución en las manos y la sabiduría de nuestros médicos es un bastión inexpugnable del socialismo.Fui testigo no solo de la profesionalidad de los galenos y todo el personal de la salud de ese centro hospitalario, sino también de cómo su Consejo de Dirección estaba pendiente de todo, de los pacientes y de sus acompañantes.;pendiente;pendiente;m;;;;0
cartas_2018-12-07_el-socialismo-es-el-camino.html.xml.txt;4;Todos los días en la mañana analizaban cada detalle y la respuesta a cualquier asunto te tocaba con la mano.;asunto;asunto;m;;;;0
cartas_2018-12-07_el-socialismo-es-el-camino.html.xml.txt;4;Todos los días en la mañana analizaban cada detalle y la respuesta a cualquier asunto te tocaba con la mano.;mano;mano;f;;;;0
cartas_2018-12-07_etecsa-aclara-y-recomienda-sobre-la-conectividad.html.xml.txt;1;Bajo el título Desde Cárdenas, una propuesta para Nauta Hogar, se publicó el 19 de octubre la carta de Olga González Lauzurique, afirmando que su cuenta había sido hackeda, robando sus horas de conexión, las gestiones que había tenido que realizar para solucionar esta situación, así como la necesaria información que la empresa debía brindar a los usuarios poco entendidos en materia informática sobre el servicio.Tras la investigación comprobamos que el enlace en cuestión fue instalado en fecha 27 de marzo del 2018 en la casa de Olga, como parte del proceso de migración del servicio conmutado, a solicitud de su titular.;bajo;bajo;m;;;;0
cartas_2018-12-07_etecsa-aclara-y-recomienda-sobre-la-conectividad.html.xml.txt;1;Bajo el título Desde Cárdenas, una propuesta para Nauta Hogar, se publicó el 19 de octubre la carta de Olga González Lauzurique, afirmando que su cuenta había sido hackeda, robando sus horas de conexión, las gestiones que había tenido que realizar para solucionar esta situación, así como la necesaria información que la empresa debía brindar a los usuarios poco entendidos en materia informática sobre el servicio.Tras la investigación comprobamos que el enlace en cuestión fue instalado en fecha 27 de marzo del 2018 en la casa de Olga, como parte del proceso de migración del servicio conmutado, a solicitud de su titular.;realizar;realizar;v;;;;0
cartas_2018-12-07_etecsa-aclara-y-recomienda-sobre-la-conectividad.html.xml.txt;1;Bajo el título Desde Cárdenas, una propuesta para Nauta Hogar, se publicó el 19 de octubre la carta de Olga González Lauzurique, afirmando que su cuenta había sido hackeda, robando sus horas de conexión, las gestiones que había tenido que realizar para solucionar esta situación, así como la necesaria información que la empresa debía brindar a los usuarios poco entendidos en materia informática sobre el servicio.Tras la investigación comprobamos que el enlace en cuestión fue instalado en fecha 27 de marzo del 2018 en la casa de Olga, como parte del proceso de migración del servicio conmutado, a solicitud de su titular.;situación;situación;f;;;;0
cartas_2018-12-07_etecsa-aclara-y-recomienda-sobre-la-conectividad.html.xml.txt;1;Bajo el título Desde Cárdenas, una propuesta para Nauta Hogar, se publicó el 19 de octubre la carta de Olga González Lauzurique, afirmando que su cuenta había sido hackeda, robando sus horas de conexión, las gestiones que había tenido que realizar para solucionar esta situación, así como la necesaria información que la empresa debía brindar a los usuarios poco entendidos en materia informática sobre el servicio.Tras la investigación comprobamos que el enlace en cuestión fue instalado en fecha 27 de marzo del 2018 en la casa de Olga, como parte del proceso de migración del servicio conmutado, a solicitud de su titular.;sobre;sobre;m;;;;0
cartas_2018-12-07_etecsa-aclara-y-recomienda-sobre-la-conectividad.html.xml.txt;1;Bajo el título Desde Cárdenas, una propuesta para Nauta Hogar, se publicó el 19 de octubre la carta de Olga González Lauzurique, afirmando que su cuenta había sido hackeda, robando sus horas de conexión, las gestiones que había tenido que realizar para solucionar esta situación, así como la necesaria información que la empresa debía brindar a los usuarios poco entendidos en materia informática sobre el servicio.Tras la investigación comprobamos que el enlace en cuestión fue instalado en fecha 27 de marzo del 2018 en la casa de Olga, como parte del proceso de migración del servicio conmutado, a solicitud de su titular.;casa;casa;f;;;;0
cartas_2018-12-07_etecsa-aclara-y-recomienda-sobre-la-conectividad.html.xml.txt;2;Durante el proceso inicial de contratación fueron instruidas ambas usuarias (Olga y la titular del servicio) sobre las características del Nauta Hogar, los aspectos recogidos en el contrato, las cuestiones de seguridad y los manuales correspondientes para su instalación y uso.;sobre;sobre;m;;;;0
cartas_2018-12-07_etecsa-aclara-y-recomienda-sobre-la-conectividad.html.xml.txt;3;Antes de esta publicación, había sido atendido el reclamo de González Lauzurique por personal de Etecsa, demostrándose que no presentaba dificultades técnicas, siendo orientada sobre el cambio de contraseñas y aspectos de configuración del servicio.;reclamo;reclamo;m;;;;1
cartas_2018-12-07_etecsa-aclara-y-recomienda-sobre-la-conectividad.html.xml.txt;3;Antes de esta publicación, había sido atendido el reclamo de González Lauzurique por personal de Etecsa, demostrándose que no presentaba dificultades técnicas, siendo orientada sobre el cambio de contraseñas y aspectos de configuración del servicio.;sobre;sobre;m;;;;0
cartas_2018-12-07_etecsa-aclara-y-recomienda-sobre-la-conectividad.html.xml.txt;6;Las dificultades que refiere la reclamante en relación con la página de autenticación se debían al navegador que utilizaba, el cual no era de los recomendados por la empresa.En visita realizada a Olga, como parte de la respuesta, aun cuando no fuera la titular del servicio, nos informó que el mismo se ha mantenido estable a partir de la revisión por el especialista de Etecsa hace dos meses atrás.;visita;visita;f;;;;0
cartas_2018-12-07_etecsa-aclara-y-recomienda-sobre-la-conectividad.html.xml.txt;6;Las dificultades que refiere la reclamante en relación con la página de autenticación se debían al navegador que utilizaba, el cual no era de los recomendados por la empresa.En visita realizada a Olga, como parte de la respuesta, aun cuando no fuera la titular del servicio, nos informó que el mismo se ha mantenido estable a partir de la revisión por el especialista de Etecsa hace dos meses atrás.;partir;partir;v;;;;0
